RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Age_Grupo,probabilidade,decil
7080,15704081,Findlay,595,Germany,Male,30,9,130682.11,2,1,1,57862.88,0,0,2,DIAMOND,632,Nao_Idoso,0.04743147457173081,8
7081,15719940,Gibbons,628,Germany,Female,51,10,115280.49,2,0,0,12628.61,1,1,2,SILVER,573,Nao_Idoso,0.6357221360537658,1
7082,15672894,McCawley,625,France,Female,36,8,129944.39,2,0,0,198914.8,0,0,1,DIAMOND,991,Nao_Idoso,0.11134290159636018,6
7083,15667451,Taylor,733,France,Male,36,5,0.0,2,1,1,109127.54,0,0,5,SILVER,513,Nao_Idoso,0.015516281146689435,10
7084,15636767,Yang,665,Spain,Female,32,10,0.0,1,1,1,22487.45,0,0,4,PLATINUM,709,Nao_Idoso,0.12265546461492606,6
7085,15571415,Okwudiliolisa,805,Germany,Male,56,6,151802.29,1,1,0,46791.09,1,1,2,SILVER,682,Nao_Idoso,0.7709298385900869,1
7086,15575605,Napolitano,725,France,Male,38,6,0.0,2,1,1,158697.28,0,0,2,DIAMOND,306,Nao_Idoso,0.030563593278751813,10
7087,15649160,Vavilov,554,France,Female,38,3,138731.95,1,1,1,194138.36,0,0,5,DIAMOND,922,Nao_Idoso,0.2001216583725227,4
7088,15615832,Teague,675,Spain,Female,35,8,155621.08,1,0,1,35177.31,0,0,1,PLATINUM,977,Nao_Idoso,0.0804073495198033,7
7089,15600975,Chiemenam,556,France,Female,54,4,150005.38,1,1,0,157015.5,1,1,1,PLATINUM,785,Nao_Idoso,0.7740573158915061,1
7090,15690772,Hughes,635,Spain,Female,48,2,0.0,2,1,1,136551.25,0,0,4,GOLD,514,Nao_Idoso,0.15513594263352387,5
7091,15565714,Cattaneo,601,France,Male,47,1,64430.06,2,0,1,96517.97,0,0,5,SILVER,308,Nao_Idoso,0.2510909175041829,3
7092,15763108,Davis,600,Germany,Male,53,7,106261.63,1,1,0,93629.66,1,1,4,PLATINUM,591,Nao_Idoso,0.7674567613356875,1
7093,15723884,Nekrasova,758,Spain,Male,40,3,0.0,2,0,0,96097.65,0,0,1,DIAMOND,864,Nao_Idoso,0.05566837161106473,8
7094,15644453,Loggia,606,Germany,Female,41,4,132670.53,1,1,0,156476.36,1,1,1,DIAMOND,785,Nao_Idoso,0.29457466088517553,3
7095,15655464,Combes,640,France,Female,67,3,0.0,1,0,1,42964.63,0,0,5,GOLD,461,Idoso,0.20176934497424548,4
7096,15783883,Onwuka,753,Germany,Female,38,1,117314.92,1,1,0,122021.33,1,1,5,DIAMOND,645,Nao_Idoso,0.2575808941172027,3
7097,15787693,Kharlamov,559,Spain,Male,38,3,145874.35,1,1,0,56311.39,1,1,2,SILVER,707,Nao_Idoso,0.26639117798834183,3
7098,15664793,Scott,754,Spain,Female,50,7,146777.44,2,0,1,150685.52,0,0,1,GOLD,517,Nao_Idoso,0.27510497444811016,3
7099,15642391,Lettiere,621,Germany,Male,51,4,109978.83,1,0,0,177740.58,1,1,3,SILVER,387,Nao_Idoso,0.7843459479328309,1
7100,15756538,Osonduagwuike,654,France,Female,37,5,0.0,1,0,1,71492.28,0,0,5,PLATINUM,236,Nao_Idoso,0.22697166911713038,4
7101,15668830,Wan,650,Spain,Male,24,8,108881.73,1,1,0,104492.83,0,0,3,SILVER,853,Nao_Idoso,0.15723173022078551,5
7102,15796569,Donaldson,831,Spain,Female,44,10,0.0,1,0,1,47729.33,0,0,2,GOLD,924,Nao_Idoso,0.31079203294191854,3
7103,15677112,Chukwufumnanya,519,France,Male,39,2,112957.26,2,1,0,97593.16,0,0,3,SILVER,223,Nao_Idoso,0.09752334145072059,6
7104,15815040,Ma,552,Germany,Female,42,8,103362.14,1,0,1,186869.58,1,1,2,DIAMOND,492,Nao_Idoso,0.26949491341518705,3
7105,15590434,Alexander,577,Spain,Male,41,4,89015.61,1,0,1,135227.23,0,0,4,DIAMOND,719,Nao_Idoso,0.20380561333181849,4
7106,15597536,Nkemjika,576,Spain,Male,45,5,133618.01,1,0,0,135244.87,0,0,3,SILVER,291,Nao_Idoso,0.5569501487801451,1
7107,15723989,Carroll,646,France,Male,40,5,93680.43,2,1,1,179473.26,0,0,4,SILVER,298,Nao_Idoso,0.07529477403637634,7
7108,15767358,Obioma,711,Germany,Female,45,1,97486.15,2,1,0,50610.62,0,0,4,GOLD,841,Nao_Idoso,0.2562415160535237,3
7109,15594812,Campbell,806,Spain,Female,37,2,137794.18,2,0,1,75232.02,0,0,2,SILVER,691,Nao_Idoso,0.03618137066835593,9
7110,15688210,Sims,670,France,Female,39,8,101928.51,1,0,0,89205.54,0,0,5,DIAMOND,290,Nao_Idoso,0.2552981642200058,3
7111,15681509,McKay,679,Spain,Female,28,9,0.0,2,0,1,61761.77,0,0,3,GOLD,293,Nao_Idoso,0.025507713547383494,10
7112,15572390,Huang,850,Spain,Female,39,6,0.0,2,1,0,103921.43,0,0,3,GOLD,491,Nao_Idoso,0.05286123513476595,8
7113,15801441,Campbell,670,Germany,Female,35,2,79585.96,1,0,1,198802.9,0,0,1,PLATINUM,817,Nao_Idoso,0.11369760012646123,6
7114,15783859,Boni,733,France,Female,24,3,161884.99,1,1,1,9617.24,0,0,4,DIAMOND,603,Nao_Idoso,0.061041260619378604,8
7115,15575243,Gorbunova,764,France,Female,39,1,129068.54,2,1,1,187905.12,0,0,1,DIAMOND,983,Nao_Idoso,0.07922775347486827,7
7116,15773421,Genovese,673,France,Female,42,4,0.0,2,1,0,121440.8,0,0,3,GOLD,595,Nao_Idoso,0.08455112717198983,6
7117,15788776,Landor,588,Germany,Male,49,6,132623.76,3,1,0,36292.94,1,1,3,PLATINUM,959,Nao_Idoso,0.8489389020107788,1
7118,15765257,Meng,564,Spain,Male,31,5,121461.87,1,1,1,20432.09,1,1,1,PLATINUM,279,Nao_Idoso,0.07651316761474937,7
7119,15661412,Wardell,715,France,Male,32,8,175307.32,1,1,0,187051.23,0,0,3,GOLD,672,Nao_Idoso,0.11327751533762774,6
7120,15636478,Williams,621,France,Male,31,7,136658.61,1,1,1,148689.13,0,0,4,GOLD,564,Nao_Idoso,0.07261829360855798,7
7121,15603683,Ofodile,796,Spain,Female,23,3,146584.19,2,0,0,125445.8,0,0,4,SILVER,802,Nao_Idoso,0.06338283313587353,7
7122,15651868,Clark,672,France,Male,34,6,0.0,1,0,0,22736.06,0,0,1,DIAMOND,785,Nao_Idoso,0.2563932744709791,3
7123,15815443,Lo,527,Spain,Female,46,10,131414.76,1,1,0,54947.51,0,0,4,DIAMOND,599,Nao_Idoso,0.5393587371474492,2
7124,15682686,Chukwuemeka,722,France,Female,38,3,0.0,2,0,1,167984.72,0,0,1,DIAMOND,242,Nao_Idoso,0.04071237330618849,9
7125,15697460,Lai,596,Germany,Male,34,4,99441.21,2,0,1,4802.27,0,0,1,GOLD,873,Nao_Idoso,0.04934782359700666,8
7126,15748432,Arcuri,746,France,Female,32,4,0.0,2,1,1,72909.75,0,0,3,DIAMOND,468,Nao_Idoso,0.02217732660449299,10
7127,15698271,Graham,523,France,Female,26,4,0.0,2,1,0,185488.81,0,0,3,DIAMOND,602,Nao_Idoso,0.049081449251051866,8
7128,15808662,Krylov,624,France,Male,44,3,0.0,2,1,0,88407.51,0,0,2,SILVER,983,Nao_Idoso,0.12541365831974438,5
7129,15690372,Henry,553,Spain,Male,38,1,181110.13,2,1,0,184544.59,0,0,4,PLATINUM,300,Nao_Idoso,0.10306016727925486,6
7130,15781875,Jamieson,850,Spain,Male,33,3,100476.46,2,1,1,136539.13,0,0,1,GOLD,590,Nao_Idoso,0.036345592423787126,9
7131,15801473,Moore,599,Germany,Male,33,2,51949.95,2,1,0,85045.92,0,0,3,DIAMOND,541,Nao_Idoso,0.08109262667331611,7
7132,15704509,Tan,492,France,Male,35,8,121063.49,1,0,0,85421.48,0,0,1,PLATINUM,656,Nao_Idoso,0.17283281133991843,4
7133,15694666,Thornton,707,Spain,Male,48,8,88441.64,1,1,1,119903.2,1,1,2,DIAMOND,244,Nao_Idoso,0.442539490802104,2
7134,15731166,Macleod,743,France,Female,30,1,127023.39,1,1,1,138780.89,0,0,4,GOLD,546,Nao_Idoso,0.06888423188291828,7
7135,15728523,Rizzo,522,France,Male,41,5,144147.68,1,1,1,14789.9,0,0,3,GOLD,225,Nao_Idoso,0.2187260524352624,4
7136,15788442,Chukwukadibia,681,Spain,Female,57,2,173306.13,1,0,1,131964.66,0,0,3,DIAMOND,870,Nao_Idoso,0.34893024222748875,2
7137,15689781,Ts'ai,826,France,Female,49,0,0.0,1,0,0,178709.98,1,1,4,SILVER,980,Nao_Idoso,0.6791370545326242,1
7138,15764226,Lu,630,Germany,Female,28,8,106425.75,1,1,1,20344.84,0,0,5,DIAMOND,266,Nao_Idoso,0.06412239249516473,7
7139,15809837,Kent,430,Germany,Female,66,6,135392.31,2,1,1,172852.06,1,1,1,DIAMOND,886,Idoso,0.16620769154823103,4
7140,15805212,Black,806,France,Female,67,1,0.0,2,0,1,103945.58,0,0,3,PLATINUM,918,Idoso,0.06344504031373167,7
7141,15716082,Chukwubuikem,703,Spain,Male,39,6,152685.4,1,0,0,183656.12,0,0,2,DIAMOND,994,Nao_Idoso,0.25674558511072165,3
7142,15643056,McMillan,755,Germany,Female,38,1,82083.52,1,0,1,10333.78,0,0,4,DIAMOND,447,Nao_Idoso,0.18656999780120115,4
7143,15654859,Ngozichukwuka,612,Spain,Female,63,2,131629.17,2,1,0,122109.58,1,1,4,SILVER,642,Nao_Idoso,0.6583308749178368,1
7144,15761158,Y?an,719,France,Female,54,7,0.0,2,1,1,125041.52,0,0,4,DIAMOND,619,Nao_Idoso,0.13019685168669937,5
7145,15577515,Sung,554,Germany,Female,55,0,108477.27,1,0,1,140003.0,1,1,3,GOLD,641,Nao_Idoso,0.4961743821579873,2
7146,15723827,Macartney,683,France,Male,30,4,114779.35,1,0,0,183171.47,0,0,1,SILVER,403,Nao_Idoso,0.1255423103148084,5
7147,15646594,Ali,749,France,Male,41,5,57568.94,1,1,1,61128.29,0,0,3,PLATINUM,923,Nao_Idoso,0.17776252602137624,4
7148,15712877,Morley,724,Spain,Male,36,1,0.0,2,1,0,52462.25,0,0,3,GOLD,660,Nao_Idoso,0.057199855021974805,8
7149,15598802,Martin,770,Spain,Male,30,8,0.0,2,0,1,50839.85,0,0,3,GOLD,597,Nao_Idoso,0.023645067090530884,10
7150,15699340,Okorie,680,France,Male,37,4,0.0,2,1,0,61240.87,0,0,3,SILVER,801,Nao_Idoso,0.05202220098277514,8
7151,15691150,Ku,699,France,Female,32,4,110559.46,1,1,1,127429.56,0,0,2,SILVER,713,Nao_Idoso,0.07214349474748566,7
7152,15608688,Andreyeva,442,France,Male,34,4,0.0,2,1,0,68343.08,0,0,5,DIAMOND,529,Nao_Idoso,0.02741546028909631,10
7153,15737998,Cheng,529,France,Male,46,8,0.0,1,0,0,126511.94,1,1,3,GOLD,508,Nao_Idoso,0.6331816152184869,1
7154,15735837,Hsia,574,Spain,Male,36,3,0.0,2,1,1,8559.66,0,0,5,DIAMOND,644,Nao_Idoso,0.019264428798038268,10
7155,15659100,Lane,605,France,Male,33,9,128152.82,1,0,0,147822.81,0,0,1,DIAMOND,432,Nao_Idoso,0.12994855641321298,5
7156,15609070,Findlay,515,Germany,Male,45,7,120961.5,3,1,1,39288.11,1,1,2,GOLD,692,Nao_Idoso,0.8185282243497017,1
7157,15650313,Okonkwo,632,Germany,Male,65,6,129472.33,1,1,1,85179.48,0,0,1,SILVER,289,Idoso,0.16522827186174974,4
7158,15627699,Pirogova,558,France,Male,32,10,105000.23,1,1,0,190019.61,0,0,1,SILVER,644,Nao_Idoso,0.12046478605501727,6
7159,15591010,McDonald,434,Germany,Male,55,8,109339.17,2,1,0,96405.88,1,1,3,GOLD,629,Nao_Idoso,0.626284604388084,1
7160,15798895,Okonkwo,525,France,Female,59,6,55328.4,1,1,0,83342.73,1,1,4,SILVER,829,Nao_Idoso,0.7423015275552761,1
7161,15745375,Nnanna,640,Germany,Male,23,3,72012.76,1,1,0,161333.13,0,0,2,DIAMOND,599,Nao_Idoso,0.11816085957294147,6
7162,15775235,Ku,690,France,Female,36,6,110480.48,1,0,0,81292.33,0,0,4,GOLD,276,Nao_Idoso,0.16141199759815347,4
7163,15780088,Porter,607,Spain,Male,34,9,132439.99,1,1,0,177747.72,0,0,3,PLATINUM,768,Nao_Idoso,0.12448791526848281,5
7164,15649379,Somayina,850,France,Female,46,3,0.0,2,1,1,187980.21,0,0,1,PLATINUM,318,Nao_Idoso,0.07254032130476698,7
7165,15713983,Mao,780,Germany,Male,34,5,94108.54,2,1,0,177235.21,0,0,5,PLATINUM,581,Nao_Idoso,0.061547222363571366,8
7166,15709252,Fuller,616,Germany,Female,28,10,105173.99,1,0,1,29835.37,1,1,1,SILVER,947,Nao_Idoso,0.08104437844200979,7
7167,15699238,Craig,618,Spain,Female,40,8,0.0,2,1,0,80204.38,0,0,3,DIAMOND,897,Nao_Idoso,0.054577737502874,8
7168,15732884,Trevisano,676,France,Male,29,7,131959.86,1,0,0,189268.81,0,0,2,SILVER,304,Nao_Idoso,0.12046478605501727,6
7169,15587297,Ruiz,507,France,Male,33,7,0.0,2,1,1,85411.01,0,0,2,PLATINUM,675,Nao_Idoso,0.021465945582485556,10
7170,15684722,Fraser,490,France,Male,34,5,122952.9,2,0,0,154360.97,0,0,4,GOLD,957,Nao_Idoso,0.05393537384350816,8
7171,15621244,Gallo,678,France,Male,36,0,107379.68,1,1,1,84460.18,0,0,2,PLATINUM,282,Nao_Idoso,0.09826065516664619,6
7172,15744273,Waterhouse,637,Germany,Male,30,6,122641.56,2,1,0,65618.01,0,0,4,SILVER,816,Nao_Idoso,0.06485966223637707,7
7173,15682540,Cremonesi,602,France,Female,33,8,0.0,2,1,1,112928.74,0,0,4,SILVER,813,Nao_Idoso,0.027503975376309667,10
7174,15636521,Feng,744,Spain,Female,30,1,124037.28,1,1,1,142210.94,0,0,5,DIAMOND,334,Nao_Idoso,0.07067300159980329,7
7175,15785339,H?,640,France,Female,50,9,117565.03,2,0,0,82559.77,0,0,4,GOLD,463,Nao_Idoso,0.43579263118448686,2
7176,15638983,Jara,684,France,Female,38,5,133189.4,1,0,0,127388.06,0,0,4,PLATINUM,762,Nao_Idoso,0.2607955297346559,3
7177,15654625,Wilson,495,Germany,Male,39,8,120252.02,2,1,1,10160.23,0,0,1,GOLD,781,Nao_Idoso,0.05576316597428776,8
7178,15697310,O'Callaghan,559,Germany,Female,28,3,152264.81,1,0,0,64242.31,0,0,1,DIAMOND,908,Nao_Idoso,0.14394778879558154,5
7179,15678210,Robson,684,France,Male,38,5,105069.98,2,1,1,198355.28,0,0,2,PLATINUM,862,Nao_Idoso,0.04705699147501103,8
7180,15575438,Pease,613,France,Male,42,7,115076.06,1,1,1,79323.61,0,0,1,SILVER,589,Nao_Idoso,0.22666874974802187,4
7181,15632789,Maclean,794,France,Male,30,8,0.0,2,1,1,24113.91,0,0,3,DIAMOND,368,Nao_Idoso,0.023413426392314536,10
7182,15621423,Lavrentyev,736,France,Female,42,7,117280.23,3,0,0,41921.06,1,1,5,GOLD,788,Nao_Idoso,0.792037421258468,1
7183,15573520,Rhodes,692,Germany,Male,49,6,110540.43,2,0,1,107472.99,0,0,1,PLATINUM,891,Nao_Idoso,0.23106505846967468,4
7184,15740458,Murphy,703,Spain,Male,36,7,135095.47,1,1,0,143859.66,0,0,2,SILVER,764,Nao_Idoso,0.1650555901316943,4
7185,15762799,Alexander,720,Germany,Male,23,0,187861.18,2,1,1,104120.17,0,0,4,GOLD,664,Nao_Idoso,0.03393097863397096,9
7186,15686885,Nekrasov,777,Germany,Male,44,3,124655.59,2,0,1,79792.3,0,0,4,GOLD,372,Nao_Idoso,0.1290020638992996,5
7187,15565996,Arnold,653,France,Male,44,8,0.0,2,1,1,154639.72,0,0,3,PLATINUM,382,Nao_Idoso,0.05393673761739427,8
7188,15662152,Trevisan,552,France,Female,38,9,134105.01,1,0,0,57850.1,0,0,2,SILVER,751,Nao_Idoso,0.2755254521369029,3
7189,15711742,Mason,708,France,Female,34,4,0.0,1,1,1,62868.33,0,0,3,GOLD,578,Nao_Idoso,0.13332576987490455,5
7190,15701885,Tucker,647,France,Female,40,9,0.0,2,0,1,92357.21,0,0,1,GOLD,852,Nao_Idoso,0.02711471224302717,10
7191,15774262,Hobson,597,Germany,Male,52,8,83693.34,2,1,1,161083.53,0,0,3,GOLD,603,Nao_Idoso,0.283685153147949,3
7192,15567839,Gordon,501,France,Male,42,9,114631.23,1,0,1,91429.74,0,0,4,SILVER,450,Nao_Idoso,0.24131327973598724,3
7193,15644400,Anderson,709,France,Male,44,9,128601.98,1,1,0,117031.2,0,0,4,GOLD,223,Nao_Idoso,0.510087091249109,2
7194,15797246,Terry,621,Germany,Female,34,2,91258.52,2,1,0,44857.4,0,0,2,DIAMOND,607,Nao_Idoso,0.07244928968614386,7
7195,15778290,Lappin,799,France,Male,70,8,70416.75,1,1,1,36483.52,0,0,4,PLATINUM,958,Idoso,0.1268204313869137,5
7196,15708714,Santiago,675,France,Female,33,6,0.0,2,1,0,34045.61,0,0,1,DIAMOND,872,Nao_Idoso,0.04048262764661349,9
7197,15586183,Wallace,561,France,Female,35,5,0.0,2,1,0,59981.62,0,0,2,PLATINUM,598,Nao_Idoso,0.060975919888921856,8
7198,15761733,King,707,France,Female,42,10,0.0,2,1,1,152944.39,0,0,4,SILVER,845,Nao_Idoso,0.03625078241656886,9
7199,15773934,Fang,670,France,Male,33,6,88294.6,1,1,0,66979.06,0,0,4,PLATINUM,222,Nao_Idoso,0.13729015046891788,5
7200,15705343,May,649,Spain,Female,32,7,0.0,1,1,0,28797.32,0,0,4,PLATINUM,537,Nao_Idoso,0.22034339739544442,4
7201,15593959,Travis,524,France,Male,28,1,93577.3,1,1,1,51670.82,0,0,5,PLATINUM,744,Nao_Idoso,0.0765040143879794,7
7202,15664615,Nnachetam,689,Germany,Female,30,5,136650.89,1,1,1,41865.72,1,1,1,PLATINUM,432,Nao_Idoso,0.07706333519732213,7
7203,15671014,Zhdanova,573,Spain,Female,72,8,98765.84,1,1,1,96015.53,0,0,1,PLATINUM,255,Idoso,0.16183101077953102,4
7204,15657778,Jefferson,657,France,Male,33,1,84309.57,2,0,0,103914.4,0,0,2,SILVER,772,Nao_Idoso,0.07210769753802901,7
7205,15585192,Cremonesi,686,Spain,Male,39,10,136258.06,1,0,0,89199.51,0,0,2,PLATINUM,232,Nao_Idoso,0.2575808941172027,3
7206,15592914,Fang,683,France,Female,29,9,0.0,2,1,1,48849.89,0,0,3,GOLD,468,Nao_Idoso,0.02180904639923821,10
7207,15770995,Sinclair,753,Germany,Female,47,1,131160.85,1,1,0,197444.69,0,0,3,DIAMOND,482,Nao_Idoso,0.6005608143639962,1
7208,15570990,Begley,520,Spain,Female,30,4,145222.99,2,0,0,145160.96,0,0,3,GOLD,779,Nao_Idoso,0.05636207859826568,8
7209,15596165,Degtyarev,547,Germany,Male,25,4,98141.57,2,1,1,52309.8,0,0,2,SILVER,837,Nao_Idoso,0.04506826481989522,8
7210,15788131,Atkins,653,France,Male,47,6,0.0,1,1,0,50695.93,1,1,2,SILVER,622,Nao_Idoso,0.6328390252418631,1
7211,15800773,Ikenna,648,Spain,Female,28,9,102282.61,1,1,1,157891.11,0,0,1,DIAMOND,472,Nao_Idoso,0.08666927775775711,6
7212,15690153,Sun,639,France,Female,37,4,116121.84,2,0,1,181850.74,0,0,1,PLATINUM,503,Nao_Idoso,0.0450039978506842,8
7213,15638989,Lettiere,711,France,Female,25,5,190066.54,1,0,0,51345.39,1,1,5,GOLD,303,Nao_Idoso,0.13728456665026173,5
7214,15623210,Smith,484,Germany,Female,55,8,149349.58,3,0,0,137519.92,1,1,5,PLATINUM,760,Nao_Idoso,0.9314718868542834,1
7215,15652658,Finch,721,France,Male,36,1,155176.83,2,1,1,49653.37,0,0,5,SILVER,667,Nao_Idoso,0.04755661865156479,8
7216,15684440,Monaldo,548,Germany,Male,32,2,98986.28,1,1,1,55867.38,0,0,4,DIAMOND,315,Nao_Idoso,0.07629466395175005,7
7217,15730287,Ugonna,679,France,Male,41,8,147726.98,3,1,0,172749.4,1,1,1,DIAMOND,575,Nao_Idoso,0.8309452946983381,1
7218,15720353,Chiang,553,France,Male,41,1,0.0,2,1,0,90607.31,0,0,2,PLATINUM,534,Nao_Idoso,0.055729594467770156,8
7219,15767231,Sun,757,France,Male,36,7,144852.06,1,0,0,130861.95,0,0,2,SILVER,575,Nao_Idoso,0.1650555901316943,4
7220,15761554,Blackburn,581,France,Male,54,4,89299.81,1,0,0,5558.47,1,1,4,PLATINUM,269,Nao_Idoso,0.778332396007651,1
7221,15706637,Chang,718,Spain,Male,40,9,0.0,2,0,0,121537.91,0,0,4,GOLD,299,Nao_Idoso,0.05531007699014926,8
7222,15690492,Palermo,625,France,Male,41,6,97663.16,2,1,0,57128.78,0,0,4,DIAMOND,688,Nao_Idoso,0.13579068082547283,5
7223,15694237,McEwan,744,Spain,Male,39,4,95161.75,1,1,0,19409.77,0,0,3,GOLD,920,Nao_Idoso,0.2558092702358643,3
7224,15729771,Davide,799,Germany,Male,31,9,154586.92,1,0,1,88604.89,1,1,4,SILVER,665,Nao_Idoso,0.08265955639343667,7
7225,15609823,Chieloka,751,Spain,Female,34,8,127095.14,2,0,0,479.54,0,0,2,DIAMOND,995,Nao_Idoso,0.06361445006744133,7
7226,15793366,Humphreys,781,Germany,Male,35,7,92526.15,2,1,1,173837.54,0,0,5,SILVER,534,Nao_Idoso,0.03737362950697663,9
7227,15614813,Cocci,777,Germany,Female,46,0,107362.8,1,1,0,487.3,0,0,1,SILVER,258,Nao_Idoso,0.5491658447744427,1
7228,15566495,Hanson,704,Spain,Female,24,2,0.0,1,1,0,35600.25,1,1,3,PLATINUM,443,Nao_Idoso,0.24214303226507064,3
7229,15707602,Macleod,539,France,Female,47,2,127286.04,2,1,1,166929.43,1,1,1,DIAMOND,551,Nao_Idoso,0.28123149081711063,3
7230,15635244,Ritchie,716,France,Female,29,6,0.0,2,1,1,98998.61,0,0,2,DIAMOND,545,Nao_Idoso,0.02165292576278022,10
7231,15805627,Nebechukwu,670,France,Male,37,2,0.0,2,1,1,54229.74,0,0,5,SILVER,407,Nao_Idoso,0.0179267988342675,10
7232,15607986,Nnamutaezinwa,555,France,Male,40,10,139930.18,1,1,1,105720.09,0,0,1,SILVER,872,Nao_Idoso,0.18648146534707316,4
7233,15799785,Ikemefuna,679,Germany,Female,30,4,77949.69,1,1,1,121151.46,0,0,4,SILVER,791,Nao_Idoso,0.06841676234599432,7
7234,15699963,Scott,571,France,Male,38,1,121405.04,1,1,1,154844.22,0,0,4,GOLD,585,Nao_Idoso,0.18645321495582912,4
7235,15624595,Chiang,512,Spain,Female,35,5,124580.69,1,1,1,18785.48,0,0,2,SILVER,428,Nao_Idoso,0.08661102073887716,6
7236,15629750,Artyomova,697,France,Male,35,5,133087.76,1,1,0,64771.61,0,0,1,GOLD,373,Nao_Idoso,0.16141199759815347,4
7237,15651460,Hsieh,424,Spain,Male,34,7,0.0,1,1,1,16250.61,0,0,4,PLATINUM,640,Nao_Idoso,0.15303802750416243,5
7238,15753550,Levien,684,France,Female,43,7,0.0,2,1,0,131093.99,0,0,5,PLATINUM,358,Nao_Idoso,0.09133612543060576,6
7239,15594133,Erskine,697,Spain,Male,62,7,0.0,1,1,0,129188.18,1,1,4,DIAMOND,547,Nao_Idoso,0.8016100079107231,1
7240,15772329,Fiorentino,580,Germany,Male,45,8,103741.14,1,1,0,47428.73,1,1,4,GOLD,799,Nao_Idoso,0.5393587371474492,2
7241,15591552,Okonkwo,600,France,Female,32,7,98877.95,1,1,0,132973.21,0,0,4,DIAMOND,668,Nao_Idoso,0.1214544923314246,6
7242,15750921,Monds,521,France,Male,37,5,105843.26,2,1,1,84908.2,0,0,3,SILVER,751,Nao_Idoso,0.03712796397200817,9
7243,15701687,Campbell,664,Spain,Male,44,7,77526.66,3,0,0,57338.56,1,1,5,DIAMOND,339,Nao_Idoso,0.8546295572686987,1
7244,15728906,Ibekwe,634,France,Male,77,5,0.0,2,1,1,161579.85,0,0,5,PLATINUM,398,Idoso,0.033872450234458146,9
7245,15670029,Marcelo,445,France,Female,33,7,0.0,2,1,0,122625.68,0,0,1,DIAMOND,894,Nao_Idoso,0.04099165458920293,9
7246,15763579,Castro,702,Germany,Female,36,2,105264.88,2,1,1,52909.87,0,0,3,GOLD,898,Nao_Idoso,0.03788987196066243,9
7247,15728010,Capon,485,France,Male,37,5,0.0,2,0,1,170226.47,0,0,4,SILVER,735,Nao_Idoso,0.02630386471692798,10
7248,15663194,Voronova,582,Germany,Female,40,3,110150.43,1,1,1,191757.65,1,1,1,GOLD,686,Nao_Idoso,0.22004780311077338,4
7249,15736510,Loggia,605,Spain,Female,57,2,0.0,3,1,0,66652.75,1,1,3,PLATINUM,502,Nao_Idoso,0.9208884761489635,1
7250,15745804,Law,628,France,Male,25,7,0.0,2,1,1,195977.75,0,0,2,PLATINUM,495,Nao_Idoso,0.027838482153269378,10
7251,15631451,Grant,604,Spain,Female,28,6,0.0,2,1,1,69056.26,0,0,4,SILVER,634,Nao_Idoso,0.02814456026246627,10
7252,15746995,Greco,724,Germany,Male,31,9,138166.3,1,1,0,12920.43,0,0,5,PLATINUM,376,Nao_Idoso,0.1167975308520744,6
7253,15730673,Dietz,567,Germany,Male,40,7,122265.24,1,1,0,138552.74,0,0,1,SILVER,433,Nao_Idoso,0.29457466088517553,3
7254,15734649,Martel,779,Spain,Female,55,0,133295.98,1,1,0,22832.71,1,1,2,DIAMOND,384,Nao_Idoso,0.7792169589184788,1
7255,15701081,Jarvis,785,France,Male,36,2,0.0,1,0,1,61811.1,0,0,2,PLATINUM,607,Nao_Idoso,0.1590769515677029,4
7256,15632503,Meng,563,France,Female,32,0,148326.09,1,1,0,191604.27,1,1,3,GOLD,356,Nao_Idoso,0.12971000436842337,5
7257,15585928,Hay,821,Germany,Female,31,2,68927.57,1,1,1,25445.0,0,0,4,GOLD,369,Nao_Idoso,0.06462633657046984,7
7258,15648681,Voronoff,747,France,Female,47,5,139914.6,4,0,1,129964.56,1,1,5,DIAMOND,230,Nao_Idoso,0.8443406131158869,1
7259,15747757,Trevascus,600,Germany,Female,58,8,118723.11,1,0,0,6209.51,1,1,3,SILVER,313,Nao_Idoso,0.7789183219272316,1
7260,15718921,Ho,625,Spain,Male,32,7,106957.28,1,1,1,134794.02,0,0,2,SILVER,470,Nao_Idoso,0.0798296490950624,7
7261,15571081,Hansen,773,France,Female,41,7,190238.93,1,1,1,57549.65,0,0,2,DIAMOND,862,Nao_Idoso,0.179389960281835,4
7262,15734578,Craig,726,France,Female,53,1,113537.73,1,0,1,28367.21,0,0,4,GOLD,276,Nao_Idoso,0.46874272242373155,2
7263,15579583,Hall,641,Spain,Female,40,4,101090.27,1,1,1,51703.09,0,0,5,GOLD,447,Nao_Idoso,0.18489756211718592,4
7264,15622729,Sun,649,France,Female,46,2,0.0,2,1,1,66602.7,0,0,3,SILVER,499,Nao_Idoso,0.06798108537769357,7
7265,15662189,Durant,434,Spain,Male,33,3,0.0,1,1,1,2739.71,0,0,5,PLATINUM,556,Nao_Idoso,0.15066645506288678,5
7266,15692718,Jackson,738,France,Female,38,7,0.0,2,0,0,69227.42,0,0,2,PLATINUM,677,Nao_Idoso,0.05308829542860914,8
7267,15762716,Chigozie,762,Spain,Female,60,10,168920.75,1,1,0,31445.03,1,1,4,SILVER,909,Nao_Idoso,0.7488595741793224,1
